id,product_name,manufacturer,price,description
fe0b2ec319cde46d25c34eda5bdc6089,Hornby R1138 GWR Passenger Freight 00 Gauge Electric Train Set,Hornby,£79.95,"Product Description Hornby R1138 GWR Passenger Freight OO Gauge Electric Train Set Versatile freight transport The versatile GWR 0-4-0 locomotive makes easy work of hauling the two open wagons and the small coach around the oval of track. The circuit includes an additional siding, providing an area where selected wagons can be deposited and collected again as the train travels the circuit. GWR Passenger Freight The train includes a 0-4-0 locomotive, two wagons and a four-wheel coach. It is operated using the R8250 train controller provided. Why choose a Hornby Analogue train set? Hornby's analogue sets represent the classic origins of Hornby's world famous model trains. In addition to track, a controller and an exquisitely detailed locomotive with carriages every Hornby set includes a Midimat (a pictorial bird's eye view of a fully sceniced layout) providing the new set owner the opportunity of seeing how by the addition of Hornby Track and Building packs a superb layout can be created. Track The track circuit sits easily on the 1600 x 1180 mm MiniMat, and by adding Hornby track and accessory packs can soon be developed into a very effective model railway layout. Extend your set in easy steps by adding track packs and TrakMat accessory packs all the way to the full layout pictured on your MidiMat. Fill out your MidiMat with additional track and building packs The track circuit in this set can be extended to fully complete the included MidiMat which, with additional Hornby Track and Building packs, can be simply and quickly built up into a truly fascinating and effective model railway layout. Additional track packs include R8221 Track Pack A, R8222 Track Pack B, R8223 Track Pack C, R8224 Track Pack D, R8225 Track Pack E, and R8226 Track Pack F. Additional building packs include R8227 Building Pack A, R8228 Building Pack B, R8229 Building Pack C, R8230 Building Pack D, and R8231 Building Pack E. Box Contains 1 x 0-4-0 locomotive1 x LWB open wagon1 x 4-wheel coach1 x 21 steel-sided wagon1 x UK transformer1 x Train controller1 x Buffer stop1 x Track LHPoint2 x Straight tracks2 x Double straight tracks1 x 2nd radius curve track8 x 3rd radius double curve tracks1 x Power track1 x Vacpipe acc bag1 x 0-4-0 locomotive instruction leaflet1 x Controller instruction leaflet1 x Trakmat (1600 x 1180 mm)"
1540ee871c7e224e2dad5c1e0a1b6ec5,WD Austerity 2-8-0 90448 BR Black Late Crest (DCC,RAILWAY - BACHMANN,£135.00,Suitable for the following scale(s): OO ScaleEra 5. DCC Fitted.
b7305bef81247f7f4acafbbf8f2bff5f,"KATO 70148015 N Portram TLR 601 Portram, grün",Kato,£42.98,Suitable for the following scale(s): N Scale
9354e87c34db3d0e347714ae98bc2599,I/G (2) Oldtime Lanterns Working,Busch,£50.01,Working illuminated lamps. 188 mm high 14-16 volt finely detailed in weatherproof plastic. Scale: G
bb1c431e390121da9f269b06b68e4e1a,Piko 53366 KSStEB 1st/2nd Class Coach I,Piko,£34.95,Suitable for the following scale(s): HO Scale
58161fc326cb43d81140ae361911035f,Hornby Digital 15 V 4 Amp Transformer,Hornby,£28.99,"Product Description Hornby 15V 4 Amp transformer. Replacement transformer suitable for: Scalextric C7042: advanced 6 car powerbase, Scalextric C7056: 4 car powerbase or digital conversion kit, Hornby R8213: select controller, Hornby R8214: elite controller. Box Contains 1x Transformer"
c47c3e59171ae2698a7458963db9a154,Faller 140431,Faller,,Faller 140431 - EAN 4104090004316 - Faller 140431 - scale H0 1:87
a904e69ec08ecbfde95106cc092c4983,Harry Potter - Diecast Hogwarts Express Train,Corgi,£59.99,"Manufacturer's Description Hogwarts Express from The Chamber Of SecretsThe Hogwarts Express departs from platform 9¾ at King's Cross station, carrying students to Hogsmeade where they are then taken to Hogwarts School of Witchcraft and Wizardry for the start of each new school term."
57539ecb926423ce2c0b0231429363f4,Bachmann 31-169 L&YR 2-4-2 Tank 50795 BR Lined Black Early Emblem,Bachmann,£96.00,Suitable for the following scale(s): OO Scale
8a111d2a3a6bfdc000eeddd439324848,Kato 8002 Koki 10000 Freight Wagon,Kato,£35.20,Suitable for the following scale(s): N Scale
995777a914a1edb958a0da25b145643b,Gaugemaster Single Track Controller/ Plug in Transformer,Gaugemaster,£39.03,Gaugemaster Single Track Controller/ Plug in Transformer
51bf530a535196413fc510972bcb5a4c,Model Railway 'OO' / 'HO' Scale C83 Battle Of Britain Class 257 Squadron Locomotive Plastic Kit,Dapol,£15.25,"Dapol OO Gauge 1:76 Scale Plastic Model Kit - Battle of Britain Class Steam Locomotive - ""257 Squadron""Manufacturers Description: OO Gauge Battle of Britain Class 257 Squadron. Kit will require assembly, painting and supplied transfers applying. Please note model shown is 92 Squadron, but is identical except for decals. PLEASE NOTE THAT THIS IS A PLASTIC MODEL KIT AND IS SUPPLIED UNASSEMBLED AND UNPAINTED. PAINT AND GLUE NOT INCLUDED."
b6e86fd32fc87ffbbb21d52f6ad8f06c,Walthers Proto 920-40695 EMD F7A RI No.676 (DCC-Sound),Sohni-Wicke,£167.10,Walthers Proto 920-40695 EMD F7A RI No.676 (DCC-Sound) - This item is intended for modelling use and is NOT a toy - Scale - 1:87
590ad6c0f9bdbbac7887ec4e36eb08a0,Hornby Railroad 00 Gauge LNER Class A1 Flying Scotsman with TTS Sound Steam Locomotive,Hornby,£98.50,Product Description Hornby Railroad '00' Gauge R3284TTS LNER Class A1 'Flying Scotsman' with TTS Sound Steam Locomotive Box Contains 1 x Railroad Steam Sound Locomotive
225d50e558fd4464b6e1c2416c6b7e4e,Piko 57013 myTrain Diesel Locomotive,Piko,£19.95,Suitable for the following scale(s): HO Scale
835e3add1236908071ebadf0b29776db,Train Tech DS6 One Touch DCC Signal Dual Home (R/G),Train Tech,£35.00,Suitable for the following scale(s): OO Scale
6d73a76c4ee846231cbb889d6b09182c,Kato 10-847 E259 Narita Express 3 Car Powered Set,Kato,£51.61,Suitable for the following scale(s): N Scale
5152452656955a9bf425a11ba221f016,Hornby R3064 RailRoad BR Smokey Joe 00 Gauge Steam Locomotive,Hornby,£30.99,"Product Description The BR 0-4-0ST loco in the famous 'Smokey Joe' livery.Young or old, keen modeller or just a beginner, the Hornby RailRoad range answers the needs of many and is a perfect complement to the variety of locomotives, rolling stock, track, buildings, and accessories that can be found in the current Hornby catalogue. Devoid of easily damaged detail parts the suitably livered RailRoad locomotives are fitted with efficient drive mechanisms and have pickups on all drive wheels ensuring smooth running. All the RailRoad models are fitted with the standard Hornby hook and bar type couplings and will therefore easily couple to those locomotives and rolling stock in both the standard Hornby and Thomas & Friends ranges. With this in mind it is easy to see that those models that make up the Hornby RailRoad range are a simple and cost effective way of adding to a train set providing a suitable and most appropriate stepping stone into the varied and fascinating World of model railways.The introductory range offers not only a selection of individual locomotives, rolling stock and accessories but an assortment of train and wagon packs ideally suited for either train set rolling stock enhancements or for those who wish to experiment and try their hands at developing their modelling techniques!This locomotive is suitable with analogue train layouts only and is not DCC compatible. Box Contains 1 x locomotive"
b1bbbe466d07d864d703f11c04dd38c6,Hornby Pennine Express Train Set,Hornby,,LOVELY TRADITIONAL LAYOUT
092049f9a2107584923622cdcd188c5e,Hornby - Uncoupling Ramp,Hornby,,"Product Description Hornby Spring-loaded ramp clips into straight track at the position you choose, and automatically lifts couplings when the train is halted over the ramp. Set includes a marker post to help you align the coupling with the ramp underneath.Warning this product is not suitable for children under 3 years. It contains small parts which can present a choking hazard and some components have functional sharp points and edges. Handle with care. Box Contains 1x Uncoupling Ramp"
d160b9ad8d9c7c7ed1c207a77e9934cc,Roco 10908 Seuthe Smoke Oil,Roco,£6.50,Suitable for the following scale(s): / Scale
f02b2132fcb3460565b5de94c05be8a8,Subway train 500 form three-car basic set red gauge N 10-1134 Marunouchi Line,CATO,£45.75,"Corporation representing the subway era, it will reproduce the appearance of the heyday of the Marunouchi Line 500 form, in 1985's. the world by storm was, red white band worked contrast to the body, decorative band of sine curve. Accurately reproduce the nostalgic design. So that customers can enjoy with ease, and divided into three both basic set and a three-car hematopoiesis set. Subway finest cars are revitalized at hand. Three-car compact organization of, the running, the exhibition, either to perfect. To 6-car train of exactly the real thing together. The top car of the basic set of head / tail lights and front destination display ""Ikebukuro"" lights. ""Ogikubo"" is included for the destination display exchange. For all vehicles of hematopoiesis set also of the top car, it is also ideal for the collection and exhibitions. (Head / tail lights non-lighting, motor vehicles are not included). Adopt proven flywheel power unit. You can enjoy a stable nimble running. The intermediate connecting part, as standard body-mounted KATO coupler Mitsuren form. Achieve a smooth running and feeling ligation surface. Package paper box of the four-car type. Special binding dedicated package of who designed the underground tunnels and distinctive red body. (From Amazon.co.jp)"
46c4c76cc40741ab53a8135b42e253c6,Dapol B800 Motorised Track Cleaning Wagon,Dapol,£74.60,Suitable for the following scale(s): HO Scale OO Scale
28ae83ef10dfcb3959d67de2c4587123,Hornby R1174 Breakdown Hauler Train Set,Hornby,£74.99,"Rescue stranded trains with the Hornby Breakdown Hauler. This fantastic set comes with a 0-4-0 steam engine, breakdown crane and a utility van. Lay down the Hornby mat and piece together the oval track. Then power it with the transformer and watch the train chug along the rails. Great for youngsters and enthusiasts alike, this detailed set includes: 0-4-0 Locomotive Breakdown crane Support van 3rd Radius starter oval with track pack A P9200 Wall transformer R8250 Train controller 155cm by 113cm Power track Hornby MidiMat Suitable for rail lovers aged six and up."
1e9876e6f7e98a6bb869341b4b56efd5,Power Trains Auto Loader City,POWER CITY TRAINS,£76.99,Power City Trains Auto Loader City
7370f538e03a2b5c543d9ab551c41385,[NEW] Pureoroko C-58 water steam [NEW],Train,£27.60,"Product introduction Put the water in the bottle, if the switch to ON, from the chimney, steam comes out like smoke. The travels while moving to the real piston, it changes direction and hits an obstacle, it continues to run. By turning to after the lever on the front wheel, you can also play with the roll. [] Use battery: 3 single 2 x (sold separately) Product Description mystery traveling (traveling rolled reshuffling)! The mystery travel, and that it travels back to the run freely, and hits the walls. Kemudashi! Put the water in the bottle of the body under, issue the water vapor. It's based on the idea to eject the smoke at the same time as the whistle sound. flashing lights at the same time as the whistle! Three use C battery (battery not included) Product size: [Product Specifications] power 334mm x 164mm x 105mm"
326e553d0be9fdde19a4eba2ee356764,Train Tech SK2 Home Signal Kit with R/G LEDs,Train Tech,£8.00,Suitable for the following scale(s): OO Scale
7ac9dab2688ccf3cc7c8841b00e6c828,Kato 11-105 Small Type Moter Unit (for Bandai's B-train Shorty),Kato,£11.01,Suitable for the following scale(s): N Scale
65946ec2a36d8c4c7dc4f324ec27d6cf,Class 47 47365 'Diamond Jubilee' BR Railfreight Distribution,Bachmann,£100.00,Class 47 47365 'Diamond Jubilee' BR Railfreight Distribution
d00536420b49a24024d1478353930c08,Piko 59497,Piko,£177.99,Suitable for the following scale(s): HO Scale
ffa7ca3452b7fba9bd7d2205a6401e77,"Dapol Model Railway ""City of Truro"" Plastic Kit - OO Scale 1/76",Dapol,£10.20,"Dapol OO/HO 1:76 Plastic Model Kit - ""City of Truro"" City of Truro was the first steam loco to reach 100mph. She is widely recognised as being the fastest thing on the planet in her day. PLEASE NOTE THAT THIS IS A PLASTIC MODEL KIT AND IS SUPPLIED UNASSEMBLED AND UNPAINTED. PAINT AND GLUE NOT INCLUDED. MOTOR NOT INCLUDED."
cda61b59b03b1bb38557774b5f0e6e39,Ratio 575 Permanent Way Set (4 Wagons),Ratio,£22.25,Suitable for the following scale(s): OO Scale2 flat wagons for track & 2 low siders for ballast and equipment. Kit includes rail load.
194f1b693807e89a41dbe61ef6cbb55c,Piko H0 57633 H0 2.Kl. Personenwagen der DR B 2. Klasse der DR,Piko,£15.75,Piko H0 57633 H0 2.Kl. Personenwagen der DR B 2. Klasse der DR - This item is NOT a toy and is intended for modelling use - Scale - 1:87
c2f2229faa77de1279f2f72649ae3bb4,Hornby 00 Gauge 152mm GNR 0-6-2T Steam Locomotive Model,Hornby,£89.99,"Product Description Hornby Class N2 DCC Ready 00 Gauge GNR 0-6-2T steam locomotive train model. These spritely suburban passenger locomotives designed by Sir Nigel Gresley were first introduced on to the Great Northern Railway in November 1920. The majority of the class were working out of London, Kings Cross and Moorgate however some would have been seen in the Glasgow area. Only one of the class survives which currently can be seen in the GNR Apple Green livery. Class: N2, designer: sir nigel gresley, entered service: 1920, number built: 107, purpose: suburban passenger, wheel configuration: 0-6-2T, length: 152mm, motor: 5 pole skew wound, DCC ready, livery: GNR, finish: pristine. Box Contains 1x Locomotive Model"
21ac3b927d42e0ca97da1384e6221b50,SalesLa New Charming 4 Piece Wood Christmas Railway Wooden Train with 1 Engine Xmas Ornament Decor Gift Green,Sales La,£5.99,"Description: Brand new and high quality. Consists of 1 Engine and 3 ""Carriages"" with Presents and Characters. Engine and Carriages are linked with brass fixings and cannot be separated. This a rocky road train and does not sit flat on a surface-better displayed on fake snow or similar. Lovely charming ornamental display item. Length: 24.5cm Color: As shown in the picture A Special Christmas Present. Note: Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures. Package Includes: 1 x Wooden Christmas Train Set IN GIFT PACKAGE 1 x Sales La Branded Screen Cleaning CLoth"
cea1292c07ce1d353f3a9d0d89086ee2,Dapol C102A 57ft Stanier Corridor Brake LMS Maroon Lined 5530 Kit,Dapol,£12.30,"Suitable for the following scale(s): OO ScaleThe picture shows a finished model complete with paint, please note that this is an unpainted kit and will require assembly and painting."
9eab0ff60b4865bc7a90a7d8770b88cf,Corgi 1:120 Scale Rail Legends 'Trigo' A3 Class Die Cast Stream Locomotive,Corgi,£14.99,"Product Description Trigo entered traffic on the 22nd February 1930 and was allocated to Gateshead engine shed. Originally numbered as LNER 2595, Trigo was the eleventh of twenty-seven A3s to be built as an A3, the other fifty-one were A1s that were later converted to A3s. All the A1 and A3 Class locomotives were named after famous race horses. Trigo was an Irish born race horse who won the Epsom Derby in 1929 making the horse famous and inspiring the LNE R to name one of their new locomotives after him. Trigo is modelled here as British Rail (BR) 60084 in BR blue from the era of June 1949 to August 1952, during this period Trigo pulled a Streamline type tender and was based at the Neville Hill shed in Leeds. Sadly Trigo was withdrawn from service on the 23rd November 1964 and was later sold for scrap in January 1965. Box Contains 1 x die cast locomotive"
799312a77b6debd51fa5a264a248ccc7,Märklin my world Battery Operated Signal,Märklin my world,£7.99,"Product Description Battery-Operated Signal. Gauge: H0. This battery-operated signal made of sturdy plastic is just right for children. It has a green and a red LED that light up. This color light signal can be switched between the green and red LED lights either by pressing a button or it takes place automatically after 7 seconds. The battery holder is built into the base of the signal. 2 AAA batteries are included with the signal. The signal stands approximately 12 cm / 4-3/4"" high. Since this signal is a toy for children ages 3 and above, is has no influence over the running of trains on the layout! Box Contains 1 x Battery-Operated Signal"
e8b32f46fd73960da6bbfdb019df7a36,Bachmann 35-077 Class E4 0-6-2 32556 BR Black Early Emblem,Bachmann,£104.66,Suitable for the following scale(s): OO Scale
4b15acfc7dc8ff73020661531b9c3a3d,Thomas and Friends Track Master Dockside Delivery Crane Cargo and Cars Set,Mattel,£13.87,"Trackmaster Revolution Dockside Delivery Crane - BDP01 Cargo and Cars provide the perfect addition to your Thomas and Friends Track Master motorized railway. Use the removable cargo pieces to build a spinning crane then send your engines past. With buildable play and three cargo cars, the Dockside Delivery Crane brings even more adventure to your expandable Track Master world! Contents: Brown Brendam Bay Shipping Co. Truck with crane body and barrier Blue Brendam Bay Shipping Co. Truck with crane base Orange Slate Truck with crane arm and cargo Age Range 3-5 years Suitable Age From Suitable from 3 years"
cf8cbdc12ebc3f75dc145f2b665b429b,20Pcs Single-Head Model Garden Lights Lamppost Lamp Layout Scale: 1/100--Black,Generic,£2.98,"These delicate model garden lights are mainly used in teaching, photography, and various kinds of scene model. Each of them is completed with wires and has single heads, which can be lighten with 6V power. Light up your model layout with this great model lamppost! Decsription: A pack of 20pcs model garden lights lamppost Each has single heads, completed with wires and bulbs Mainly used to decorate your model layout Voltage: 6V Scale: 1:100 Height: Approx: 6cm Material: Plastic Color: white and black Note: Please take note that we have 2 kinds in stock. (Please refer to the pictures) We will send one kind at random. Package Include: 20 x model garden lights 1:100"
dda2d6752683937a8c3cd338ccd034a7,Hornby 00 Gauge 247mm BR Gresley Teak Buffet Coach Model (Blue/ Grey),Hornby,£60.25,Product Description Hornby 00 gauge BR blue/grey gresley teak buffet coach. Period:1970s. This coach model is not suitable for children under 14 years. 247mm buffet coach model length.The truly fascinating and varied range of Hornby coaches offers something for most enthusiasts modelling the various regions and periods of the British rail network. Box Contains 1x Coach Model
f4ca4da2c5a13cca69817062f48749b7,Hornby 00 Gauge BR Peppercorn Class A1 Tornado Mainline Blue Sound Steam Locomotive,Hornby,£129.95,"Product Description Hornby '00' Gauge R3245TTS BR Peppercorn Class A1 ""Tornado"" Mainline Blue Sound Steam Locomotive Box Contains 1 x Steam Sound Locomotive"
27ef97d8a597ba108beb2e2305030504,Learning Curve Chuggington Interactive Bridges & Tunnels Starter Set,Chuggington,,"Product Description The Chuggington Interactive Railway brings your favourite engines to life via SmartTalk(tm) technology! The Bridge & Tunnel Starter Set features 23 total pieces, including an Interactive Brewster engine plus two interactive train stops: a working drawbridge and a tunnel. Box Contains 1 x Interactive Brewster engine, 1 x Interactive tunnel, 1 x interactive drawbridge, 12 x curved track pieces, 4 x 3"" straight track pieces, 2 x 4"" straight track pieces, 2 x 3"" straight track pieces"
146e3c266c7edb06ce8b8538a16e3aff,Hornby R3125 GWR 2-8-0T Class 52XX 00 Gauge Steam Locomotive,Hornby,£119.99,"Product Description Great Western designed locomotive used extensively to haul the heavy coal trains from the Welsh mines to the industrial North East of England.  Later many of these locomotives were dispersed to other parts of the UK railway network.This DCC Ready locomotive is compatible with analogue train layouts, but can easily be converted for use on a DCC (digital) layout. This loco is 'DCC Ready', meaning they feature a special socket ready to receive a DCC Decoder. To convert this locomotive for use on a DCC layout one of the following digital decoder chips are required; R8245 Sapphire Decoder or R8249 V1 3 NMRA Loco Decoder. Once this decoder is fitted it is ready to use on a DCC layout. Box Contains 1 x locomotive"
30cba4e49bcc047cd9d95f9e41105b11,Hornby '00' Gauge R3169 RailRoad GWR 4-6-0 'Olton Hall' 4900 Hall Class Locomotive,Hornby,£65.76,Product Description RailRoad GWR 4-6-0 'Olton Hall' 4900 Hall Class Box Contains 1x Locomotive
1db76877c1551b2c4f61ea6c9810922e,Graham Farish 374-807 BR Mk1 RFO Restaurant Car Crimson & Cream,Graham Farish,£26.50,Suitable for the following scale(s): N Scale
931f3ee65f6548a4d4dbff820f6a93a4,30 Ton Bogie Bolster BR Grey With Steel Pipes,RAILWAY - BACHMANN,£29.99,Suitable for the following scale(s): OO ScaleEra 4/5.
f64ee770588c055e6119febff3824e9b,Hornby R3162A BR 2-BIL 2 Car EMU Pack,Hornby,£116.10,"Suitable for the following scale(s): OO ScaleThe Southern Railway (SR) was established in 1923, linking London with the Channel ports, South West England, South coast resorts in Kent. It was the smallest of the 'Big Four' railway regions with most of it's revenue coming from passenger traffic rather than freight in the more densely populated region of southern England. A number of famous 'named' trains were operated by SR including the Brighton Belle, Bournemouth Belle, Golden Arrow, the Night Ferry (London - Paris and Brussels), Atlantic Coast Express and the Devon Belle. Both Richard Maunsell and Oliver Bulleid served as Chief Mechanical Engineers to the SR between 1923 and 1948 and both designed new locomotives and rolling stock to replace those inherited in 1923. The electrification of the region began in 1929 under the management of Sir Herbert Walker. On completion it was the world's largest electrified railway system. Southern Railway gave the designation 2-BIL to the DC third rail electric multiple units built during the 1930s. The formation was a 2-car set: MBTL-DTCL, and were called 2-BIL (2-car Bi-Lavatory stock) because each set had two lavatories, one in each car. They were built to work long distance semi-fast services on the newly electrified lines from London to Eastbourne, Portsmouth and Reading. Between 1935 and 1938, a total of 152 sets of the Class 2-BIL were built in 4 batches and were numbered 2001-2152. Numbers 2001-2010 in 1935 for service on the London to Eastbourne sector. Numbers 2011-2048 in 1936 for the London Waterloo to Alton and Portsmouth slow service. Numbers 2049-2116 in 1937 for the Portsmouth to Bognor Regis service and numbers 2117-2152 in 1938 for the London Waterloo to Reading route."
c8ff1e11a712e55ed0ef02d7c787b80b,Ratio 610 GWR 4 wheel 3rd class 5 compartment coach,Ratio,£11.00,Suitable for the following scale(s): OO Scale
60ca5f456176a27b44eef289edfc942e,Hornby 00 Gauge 152mm BR 0-6-2T Steam Locomotive Model,Hornby,£89.99,"Product Description Hornby Class N2 DCC Ready 00 Gauge BR 0-6-2T steam locomotive train model. These spritely suburban passenger locomotives designed by Sir Nigel Gresley were first introduced on to the Great Northern Railway in November 1920. The majority of the class were working out of London, Kings Cross and Moorgate however some would have been seen in the Glasgow area. Only one of the class survives. Class: N2, designer: sir nigel gresley, entered service: 1920, number built: 107, purpose: suburban passenger, wheel configuration: 0-6-2T, length: 152mm, motor: 5 pole skew wound, DCC ready: DCC ready, livery: BR (late), finish: pristine. Box Contains 1x Locomotive Model"
617bb940fe2bcf1590a3c83ff4df31d4,Learning Curve Chuggington Interactive Koko,Chuggington,,"Product Description An amazingly Interactive Chuggington World! Each Chuggington friend talks, reacts and interacts realistically with the Chuggington Interactive World. Each smart engine recognizes any other engine, reacts to any train stop and responds to your child's play. Engines recognise and ""magically"" talk to each other, training stops and set accessories.Koko is a fearless female streamlined Eurostar-type engine built for high speed. Unlike the other engines, Koko is completely electric and draws her power directly from the tracks beneath her. Box Contains 1 x Interactive Koko engine"
1e65ddc95b48bf211707ca91df150a88,Power Trains 2 Pack - Graffiti Freight,Power Trains,£8.99,"Collectible cars that are perfect for any Power Trains collection. Completely compatible, works on all track and with all engines."